datetime,open,high,low,close,volume
2006-09-28,5123.64,5350.65,5118.75,5327.6,0.0
2006-10-05,5215.85,5350.65,5215.85,5334.7,0.0
2006-10-12,5208.85,5285.3,5142.0,5270.4,0.0
2006-10-19,5410.15,5430.65,5300.0,5334.85,0.0
2006-10-26,5282.8,5482.4,5265.2,5460.1,0.0
2006-11-02,5586.0,5677.25,5586.0,5658.75,0.0
2006-11-09,5615.5,5670.35,5599.3,5656.35,0.0
2006-11-16,6039.2,6268.25,6039.2,6175.05,0.0
2006-11-23,6153.0,6177.55,6082.8,6157.1,0.0
2006-11-30,6144.2,6227.3,6143.55,6198.3,0.0
2006-12-07,6220.25,6284.15,6182.55,6259.5,0.0
2006-12-14,5754.8,5877.4,5754.8,5849.75,0.0
2006-12-21,5787.6,5810.95,5712.0,5777.9,0.0
2006-12-28,6036.35,6060.85,5994.55,6027.8,0.0
2007-01-04,6077.15,6122.4,5982.45,6008.45,0.0
2007-01-11,5720.55,5816.5,5684.7,5748.75,0.0
2007-01-18,6239.2,6292.9,6154.9,6189.5,0.0
2007-01-25,6094.05,6126.4,6051.25,6107.6,0.0
2007-02-01,5976.25,6152.25,5951.05,6115.2,0.0
2007-02-08,6148.65,6231.45,6146.75,6208.7,0.0
2007-02-15,5702.35,5852.5,5702.35,5841.65,0.0
2007-02-22,5825.45,5854.4,5627.55,5647.65,0.0
2007-03-01,5262.35,5406.35,5213.35,5388.95,0.0
2007-03-08,5031.85,5246.5,4999.25,5217.85,0.0
2007-03-15,5048.05,5141.8,4949.64,4965.0,0.0
2007-03-22,5349.45,5568.3,5349.45,5554.75,0.0
2007-03-29,5298.9,5309.9,5164.05,5273.2,0.0
2007-04-05,5035.89,5151.25,4985.3,5129.2,0.0
2007-04-12,5241.14,5241.14,5176.45,5215.14,0.0
2007-04-19,5485.2,5587.3,5382.2,5540.3,0.0
2007-04-26,5886.95,5975.0,5862.85,5880.95,0.0
2007-05-03,5656.25,5721.9,5651.05,5693.4,0.0
2007-05-10,5664.2,5742.65,5628.1,5644.95,0.0
2007-05-17,6179.0,6292.05,6179.0,6270.9,0.0
2007-05-24,6285.45,6313.75,6183.7,6208.7,0.0
2007-05-31,6255.5,6345.3,6255.5,6324.5,0.0
2007-06-07,6301.95,6352.3,6204.7,6236.45,0.0
2007-06-14,6106.9,6157.2,6085.2,6122.05,0.0
2007-06-21,6486.4,6562.25,6438.75,6536.25,0.0
2007-06-28,6509.1,6538.15,6487.85,6521.35,0.0
2007-07-05,6845.25,6902.8,6739.5,6818.35,0.0
2007-07-12,6812.05,6931.5,6812.05,6916.05,0.0
2007-07-19,7099.15,7157.7,7082.1,7137.9,0.0
2007-07-26,7024.9,7032.95,6904.7,6933.3,0.0
2007-08-02,6630.85,6819.45,6612.05,6759.15,0.0
2007-08-09,7001.5,7110.55,6805.6,6837.2,0.0
2007-08-16,6456.2,6509.3,6293.65,6305.75,0.0
2007-08-23,6303.45,6397.15,6061.55,6090.25,0.0
2007-08-30,6581.4,6609.45,6532.9,6572.45,0.0
2007-09-06,6718.9,6878.3,6673.75,6868.85,0.0
2007-09-13,6789.3,6912.05,6789.3,6904.2,0.0
2007-09-20,7404.95,7462.9,7343.6,7390.15,0.0
2007-09-27,7804.55,7866.5,7747.1,7833.65,0.0
2007-10-04,8083.3,8086.7,7828.65,8035.9,0.0
2007-10-11,8054.3,8177.75,8005.5,8158.8,0.0
2007-10-18,8055.15,8192.45,7519.7,7608.75,0.0
2007-10-25,8228.2,8528.25,8185.55,8428.65,0.0
2007-11-01,9220.4,9358.0,9032.7,9198.6,0.0
2007-11-08,9090.79,9090.79,8816.95,8876.25,0.0
2007-11-15,9560.2,9601.45,9422.35,9454.7,0.0
2007-11-22,8835.25,9084.2,8650.0,8998.79,0.0
2007-11-29,9124.79,9273.25,9063.25,9124.4,0.0
2007-12-06,9644.79,9759.7,9559.75,9620.15,0.0
2007-12-13,10088.4,10123.2,9891.9,9920.45,0.0
2007-12-20,9275.65,9332.85,9205.35,9245.45,0.0
2007-12-27,9810.0,9842.65,9746.79,9785.04,0.0
2008-01-03,10164.0,10265.6,10070.79,10100.7,0.0
2008-01-10,10442.29,10624.2,10239.35,10266.85,0.0
2008-01-17,10404.7,10420.25,10123.7,10261.5,0.0
2008-01-24,9369.1,9630.54,8960.2,9133.85,0.0
2008-01-31,9442.2,9505.35,9147.25,9226.25,0.0
2008-02-07,9225.29,9283.35,8925.9,8960.45,0.0
2008-02-14,8911.6,9163.2,8911.6,9125.2,0.0
2008-02-21,9143.79,9260.1,8768.15,8946.2,0.0
2008-02-28,8683.85,8757.15,8496.79,8608.25,0.0
2008-03-05,7696.8,7734.9,7519.1,7588.35,0.0
2008-03-13,7226.8,7226.8,6840.65,6914.65,0.0
2008-03-19,6718.3,6849.9,6379.2,6456.55,0.0
2008-03-27,7075.9,7105.7,6941.05,6969.3,0.0
2008-04-03,6769.9,6836.1,6697.0,6746.1,0.0
2008-04-10,7090.6,7090.6,6853.5,6872.85,0.0
2008-04-17,7045.4,7213.8,7030.45,7165.05,0.0
