datetime,open,high,low,close,volume
2008-04-24,7408.35,7446.75,7362.6,7391.9,0.0
2008-04-30,7765.25,7804.2,7575.45,7629.0,0.0
2008-05-08,7671.85,7671.85,7502.1,7518.8,0.0
2008-05-15,7325.15,7524.7,7325.15,7508.15,0.0
2008-05-22,7283.6,7288.65,7132.3,7147.3,0.0
2008-05-29,6826.5,6847.9,6526.5,6576.75,0.0
2008-06-05,6151.35,6238.8,5974.1,6211.8,0.0
2008-06-12,5796.65,6024.1,5703.1,5999.35,0.0
2008-06-19,6159.35,6159.35,5933.9,5957.25,0.0
2008-06-26,5536.15,5600.3,5425.75,5512.15,0.0
2008-07-03,4993.5,4993.5,4721.75,4851.35,0.0
2008-07-10,5251.45,5363.55,5210.05,5339.0,0.0
2008-07-17,4906.35,5066.45,4872.45,5034.75,0.0
2008-07-24,6445.3,6468.4,6103.1,6213.6,0.0
2008-07-31,5762.4,5762.4,5573.6,5730.05,0.0
2008-08-07,6281.5,6442.55,6281.5,6363.15,0.0
2008-08-14,6305.1,6305.1,6010.05,6030.05,0.0
2008-08-21,6001.65,6002.2,5692.65,5711.55,0.0
2008-08-28,5817.8,5848.5,5686.6,5721.15,0.0
2008-09-04,6439.85,6528.5,6324.25,6494.65,0.0
2008-09-11,6342.8,6431.95,6246.55,6332.25,0.0
2008-09-18,5692.65,6101.8,5551.7,6077.2,0.0
2008-09-25,6131.55,6146.45,5969.7,6080.2,0.0
2008-10-01,5875.55,6040.15,5671.7,5982.4,0.0
2008-10-08,5336.0,5336.0,4918.3,5222.6,0.0
2008-10-16,5222.0,5565.35,5145.8,5481.65,0.0
2008-10-23,4904.55,5189.89,4880.6,4932.39,0.0
2008-10-29,4451.7,4459.39,4236.0,4280.45,0.0
2008-11-06,4949.75,5137.39,4873.45,4940.0,0.0
2008-11-12,4875.1,4970.35,4685.85,4748.14,0.0
2008-11-20,4078.1,4181.7,3972.15,4086.9,0.0
2008-11-26,4086.5,4298.35,4005.35,4267.89,0.0
2008-12-04,4224.95,4460.75,4224.95,4446.64,0.0
2008-12-11,4557.05,4681.1,4485.2,4597.14,0.0
2008-12-18,4785.2,5142.89,4782.6,5122.95,0.0
2008-12-24,4824.95,4962.1,4793.7,4930.25,0.0
2009-01-01,5019.2,5135.14,5019.2,5116.55,0.0
2009-01-07,5416.35,5440.55,4954.0,4984.55,0.0
2009-01-15,4598.39,4598.39,4442.7,4484.64,0.0
2009-01-22,4326.25,4339.55,4216.95,4289.8,0.0
2009-01-29,4345.45,4487.85,4336.95,4362.05,0.0
2009-02-05,4278.5,4284.64,4202.39,4235.35,0.0
2009-02-12,4476.05,4530.0,4456.85,4468.35,0.0
2009-02-13,4511.35,4602.14,4511.35,4565.85,0.0
2009-03-05,3635.55,3667.35,3413.5,3446.35,0.0
2009-03-12,3422.85,3467.75,3380.7,3442.55,0.0
2009-03-19,3759.25,3802.1,3668.15,3763.5,0.0
2009-03-26,4179.25,4311.7,4167.2,4285.14,0.0
2009-04-02,4322.2,4489.85,4322.2,4426.05,0.0
2009-04-09,4566.7,4639.5,4445.25,4584.8,0.0
2009-04-16,5079.2,5169.2,4892.05,4915.75,0.0
2009-04-23,4825.2,5013.89,4725.7,4968.39,0.0
2009-04-29,4958.0,5158.05,4958.0,5130.95,0.0
2009-05-07,5551.8,5591.15,5481.35,5577.3,0.0
2009-05-14,5415.55,5515.95,5330.5,5495.1,0.0
2009-05-21,7124.4,7215.7,6904.6,6934.55,0.0
2009-05-28,7202.35,7376.05,7143.4,7338.6,0.0
2009-06-04,7176.8,7362.55,7111.95,7349.9,0.0
2009-06-11,7368.85,7368.85,7176.4,7251.65,0.0
2009-06-18,7082.75,7251.95,6967.0,7081.15,0.0
2009-06-25,7158.95,7239.95,7100.25,7123.0,0.0
2009-07-02,7466.6,7468.7,7285.85,7397.95,0.0
2009-07-09,6654.7,6747.8,6542.4,6672.75,0.0
2009-07-16,7028.5,7066.1,6859.3,6912.4,0.0
2009-07-23,7421.35,7513.75,7369.3,7473.5,0.0
2009-07-30,7208.0,7428.55,7178.25,7389.7,0.0
2009-08-06,7596.4,7690.95,7445.35,7471.8,0.0
2009-08-13,7293.4,7489.25,7293.4,7472.4,0.0
2009-08-20,7168.55,7308.65,7168.55,7261.2,0.0
2009-08-27,7395.5,7438.05,7366.85,7385.65,0.0
2009-09-03,7358.0,7423.4,7324.7,7351.0,0.0
2009-09-10,7862.05,7944.65,7794.4,7828.3,0.0
2009-09-17,8446.1,8495.95,8398.7,8433.35,0.0
2009-09-24,8355.7,8584.2,8341.1,8545.0,0.0
2009-10-01,8835.29,8911.75,8787.0,8861.04,0.0
2009-10-08,8790.95,8881.95,8720.25,8834.6,0.0
2009-10-15,9157.1,9313.9,9155.25,9296.75,0.0
2009-10-22,9244.5,9250.0,9057.1,9090.1,0.0
2009-10-29,8541.65,8552.75,8370.15,8417.85,0.0
2009-11-05,8521.54,8564.25,8319.5,8537.2,0.0
2009-11-12,9323.75,9332.65,9024.9,9084.79,0.0
2009-11-19,9210.2,9210.2,8992.5,9041.65,0.0
2009-11-26,9291.54,9291.54,9045.35,9067.65,0.0
2009-12-03,9370.65,9435.9,9294.75,9345.25,0.0
2009-12-04,9263.2,9338.7,9195.54,9245.04,0.0
2009-12-17,8659.35,8757.5,8586.95,8697.2,0.0
2009-12-24,8957.4,9012.45,8895.6,8968.1,0.0
2009-12-31,9014.75,9093.65,9002.45,9029.5,0.0
2010-01-07,9240.25,9261.85,9153.25,9192.95,0.0
2010-01-14,8952.0,9040.0,8883.1,8910.79,0.0
2010-01-21,9093.0,9098.1,8889.04,8919.29,0.0
2010-01-28,8396.5,8496.1,8354.25,8423.85,0.0
2010-02-04,8591.79,8623.25,8455.5,8471.1,0.0
2010-02-11,8327.7,8451.95,8327.7,8381.4,0.0
2010-02-18,8574.75,8602.0,8523.35,8573.9,0.0
2010-02-25,8520.6,8554.95,8469.65,8537.79,0.0
2010-03-04,9055.95,9068.95,8965.25,9013.79,0.0
2010-03-11,9114.65,9219.2,9087.35,9186.85,0.0
2010-03-18,9214.1,9287.6,9172.04,9252.29,0.0
2010-03-25,9191.4,9342.0,9165.5,9318.25,0.0
2010-04-01,9464.15,9523.4,9445.54,9507.75,0.0
2010-04-08,9676.7,9676.7,9492.29,9520.0,0.0
2010-04-15,9501.6,9575.25,9330.79,9344.6,0.0
2010-04-22,9534.04,9739.1,9500.15,9623.25,0.0
2010-04-29,9652.6,9822.04,9652.6,9803.79,0.0
2010-05-06,9588.85,9627.45,9449.75,9582.0,0.0
2010-05-13,9788.35,9849.04,9748.85,9773.35,0.0
2010-05-20,9208.29,9251.95,9108.2,9174.6,0.0
2010-05-27,9007.29,9292.15,8954.35,9258.45,0.0
2010-06-03,9290.35,9404.1,9288.5,9387.7,0.0
2010-06-10,9233.54,9367.45,9215.35,9346.45,0.0
2010-06-17,9582.95,9636.79,9446.29,9613.4,0.0
2010-06-24,9706.9,9731.5,9617.7,9673.6,0.0
2010-07-01,9403.95,9412.79,9303.04,9349.4,0.0
2010-07-08,9516.7,9615.15,9516.7,9566.6,0.0
