Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1.1090552775922782,-0.9356813707461654,3.091757524824738,-2.396224391290353,-9.536554598804361,-10.214604742365378,9.711519063949975,12.780579998281857,14.870896107289042,5.905761741882295,7.000069051236017,-3.359790274460602
-1.017430986758432,-12.314578540054379,0.8769846171387239,6.7069119350000985,11.814364640883976,6.295636266145197,1.7117229533827,-3.3025051239525767,19.807526144861892,12.54409350007179,1.6848509826037954,5.028643836783371
-6.04154997708641,-6.779861055229201,-21.341276032432692,13.751919722068978,-15.304022330559164,-23.56970185334408,13.644116538743772,7.898715375706186,-4.403795153931039,-23.042098186552753,-10.448265787386783,15.835610727685395
-11.209953777494414,-11.614504449475355,7.881239804241432,23.53167772146717,40.15591778880227,-2.916275316497557,2.995180953161044,-1.7503850450486254,18.134350367311917,-4.489835647726339,8.06070161608199,-0.29306407657210953
-4.211295519215213,1.457408882866423,7.167861876763085,4.291986073762575,-4.543601035741217,1.4225475120153024,8.050340548386574,4.757100313403227,14.911282191857204,-0.4854368932038806,-4.268151055224057,-1.6370946887226072
-10.437969719157387,-2.322283532005114,11.036857507387152,-1.9576455321201507,-4.243959232968112,2.1201140656785715,-4.104771587903125,-13.444069674010251,-2.4636748064630756,7.040374600861488,-13.479956356582875,-10.190030418842339
23.840646204360887,4.750600991762149,-1.6600626856617346,0.8834971566116508,-8.185593278030096,9.605223409949694,0.1697776491583501,-3.452814562336507,14.21564473598946,-1.6864274434876776,7.920827231172055,2.866838190424353
1.2641484627428765,-9.6803487818973,-1.4844295307832613,10.044722053097022,-0.6296446749026348,-6.714230651870169,-13.638342911588328,-10.670180945893916,5.541661774275496,18.461252536099078,-2.774097383239483,1.833135067931994
-10.343815954251284,5.479915143379272,19.023955088296134,0.38809478258493557,14.496898303838513,3.0801848990122638,-0.1386635968813701,3.9821371947996993,-2.520542739981951,10.893127834125957,8.346403698718333,0.8054037913697552
5.9565254535940415,-0.7687559055118074,-7.5391545461932195,0.7219889436002619,1.649789602280432,-2.2704267633131665,2.4855545098382543,-8.710698437121502,1.3689515891614363,-0.04866684520775978,0.45500520129442046,-3.0621392870952455
-8.327772036025397,-10.299561029730993,14.766296001365115,4.319037991509134,6.060551342241491,1.497098328603338,5.18016393169698,4.7156880903871015,-2.6259984448999716,0.6599451936139991,-4.856322719704163,-2.674715890077231
6.977464464458989,5.556949965168209,3.600432873244472,3.8026017679393815,4.516442796558179,-0.781821057446099,8.017521250755703,-3.317516702878589,-1.3784789989011559,3.383180582299613,0.5361685577423064,0.5112251102439889
7.0942569648846625,-8.148755160536814,-3.0332882403131602,5.347287982785677,5.268666246209546,-2.040619171119222,5.3090430484990225,1.3615774721146647,-10.920780369829917,0.8392833518415265,6.239816177052188,0.47090767176292314
0.2352064161225617,-1.9925332591902842,12.938643702906349,-2.5306507387613935,5.6417888335948465,-0.9579364485505136,-7.658853250615587,-4.3008670469810415,6.842895532908458,2.8744805593620733,5.795275225484033,0.8511854737677438
